Channel Name,Subscriber Count,Total Videos,Total Views,View Count,Like Count,Comment Count,Video Posted,Video Link
Khan Academy,8790000,8619,2149402004,1296,25,0,2025-01-14T21:10:25Z,https://www.youtube.com/watch?v=BjH-5npLi6s&ab_channel=KhanAcademy
Khan Academy,8790000,8619,2149402004,2868,101,5,2025-01-14T21:05:50Z,https://www.youtube.com/watch?v=K_3u0e3XwCQ&ab_channel=KhanAcademy
Khan Academy,8790000,8619,2149402004,1784,56,5,2025-01-14T20:37:14Z,https://www.youtube.com/watch?v=_11QgROQ9mY&ab_channel=KhanAcademy
Khan Academy,8790000,8619,2149402004,3118,77,6,2025-01-14T19:43:20Z,https://www.youtube.com/watch?v=JC24Qcpyn9E&ab_channel=KhanAcademy
Khan Academy,8790000,8619,2149402004,5882,149,0,2025-01-08T08:00:36Z,https://www.youtube.com/watch?v=gGalnVpaom8&ab_channel=KhanAcademy
Khan Academy,8790000,8619,2149402004,5781,158,0,2025-01-08T08:00:29Z,https://www.youtube.com/watch?v=PeNjuIQFd9U&ab_channel=KhanAcademy
Khan Academy,8790000,8619,2149402004,8987,100,11,2024-12-17T19:16:33Z,https://www.youtube.com/watch?v=7McrG9taZak&ab_channel=KhanAcademy
Khan Academy,8790000,8619,2149402004,5359,96,7,2024-12-16T05:00:02Z,https://www.youtube.com/watch?v=1noGzLswKNc&ab_channel=KhanAcademy
TED-Ed,21000000,2229,4189348739,127021,5838,422,2025-02-06T16:00:41Z,https://www.youtube.com/watch?v=dbXFXmSaoD4&ab_channel=TED-Ed
TED-Ed,21000000,2229,4189348739,342590,20209,460,2025-02-04T16:01:28Z,https://www.youtube.com/watch?v=kD3-DKkiVeA&ab_channel=TED-Ed
TED-Ed,21000000,2229,4189348739,137388,5997,399,2025-01-30T16:01:24Z,https://www.youtube.com/watch?v=d3RlT7qzAUE&ab_channel=TED-Ed
TED-Ed,21000000,2229,4189348739,187528,8533,325,2025-01-28T16:01:32Z,https://www.youtube.com/watch?v=Qxby1J5bnPQ&ab_channel=TED-Ed
TED-Ed,21000000,2229,4189348739,269000,12021,445,2025-01-23T16:01:54Z,https://www.youtube.com/watch?v=sbXie768ZZQ&ab_channel=TED-Ed
TED-Ed,21000000,2229,4189348739,317141,10793,306,2025-01-16T16:01:06Z,https://www.youtube.com/watch?v=puWumt39nak&ab_channel=TED-Ed
TED-Ed,21000000,2229,4189348739,555043,24220,637,2025-01-21T16:00:52Z,https://www.youtube.com/watch?v=EixIyh1gshM&ab_channel=TED-Ed
TED-Ed,21000000,2229,4189348739,476744,15760,694,2025-01-14T16:01:15Z,https://www.youtube.com/watch?v=w3d2DlLX7xw&ab_channel=TED-Ed
TED-Ed,21000000,2229,4189348739,400315,13612,306,2025-01-09T16:01:51Z,https://www.youtube.com/watch?v=qH0tUg4Enn0&ab_channel=TED-Ed
TED-Ed,21000000,2229,4189348739,197979,7680,198,2025-01-07T16:00:42Z,https://www.youtube.com/watch?v=HEpJBuPIb4o&ab_channel=TED-Ed
TED-Ed,21000000,2229,4189348739,5089263,163420,2751,2025-01-02T16:01:47Z,https://www.youtube.com/watch?v=eEWa7cpiyD8&ab_channel=TED-Ed
TED-Ed,21000000,2229,4189348739,823340,32719,705,2024-12-19T16:01:26Z,https://www.youtube.com/watch?v=kOVdiDUlNsg&ab_channel=TED-Ed
TED-Ed,21000000,2229,4189348739,309081,12731,346,2024-12-17T16:01:04Z,https://www.youtube.com/watch?v=qWG2f9DwwpY&ab_channel=TED-Ed
TED-Ed,21000000,2229,4189348739,279233,9006,246,2024-12-12T16:00:55Z,https://www.youtube.com/watch?v=Wb0UgdRFj2A&ab_channel=TED-Ed
BBC Earth,13300000,2947,5034991944,29256,594,25,2024-12-15T15:00:09Z,https://www.youtube.com/watch?v=7EG4cXQvko4&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,160168,1915,131,2024-12-22T23:59:00Z,https://www.youtube.com/watch?v=AqKyCYWdBAI&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,10305,280,11,2024-12-29T23:45:00Z,https://www.youtube.com/watch?v=1Mtm3TiUhts&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,200967,5845,114,2025-01-04T16:00:28Z,https://www.youtube.com/watch?v=No45YnGEwPI&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,93757,2215,56,2025-01-09T16:00:10Z,https://www.youtube.com/watch?v=4TYbTatyhLg&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,427853,5332,261,2025-01-14T17:30:03Z,https://www.youtube.com/watch?v=FTS46pVoX5w&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,199112,2352,147,2025-01-23T12:01:00Z,https://www.youtube.com/watch?v=fnl6VXugXQc&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,267515,1654,55,2025-01-30T12:00:41Z,https://www.youtube.com/watch?v=WtkqzfaVbxk&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,42052,1310,76,2025-02-04T16:00:52Z,https://www.youtube.com/watch?v=jOs-A904ZaA&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,17182,563,20,2025-02-09T16:00:02Z,https://www.youtube.com/watch?v=10qME6ALrnk&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,94677,2072,123,2025-02-08T16:00:22Z,https://www.youtube.com/watch?v=RBgFsVN3uR8&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,145471,893,26,2025-02-02T16:00:30Z,https://www.youtube.com/watch?v=XQ1LTkyFsM0&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,63379,1838,103,2025-01-28T16:00:32Z,https://www.youtube.com/watch?v=SO-ZPxgPxo8&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,112605,1161,49,2025-01-19T16:00:57Z,https://www.youtube.com/watch?v=tKqvyvLRCiU&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,524355,1910,53,2025-01-13T16:00:33Z,https://www.youtube.com/watch?v=V2PaWGkElCM&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,88843,1859,56,2025-01-08T16:16:56Z,https://www.youtube.com/watch?v=Gexpqy0iPf4&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,70553,1389,65,2025-01-02T16:00:16Z,https://www.youtube.com/watch?v=CQSOU3-Z-7Q&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,90574,1734,34,2024-12-28T14:00:05Z,https://www.youtube.com/watch?v=6zppU-RiC18&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,1111320,2071,51,2024-12-19T14:00:56Z,https://www.youtube.com/watch?v=uRAU43tJTG4&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,1175948,6746,174,2024-12-14T14:00:43Z,https://www.youtube.com/watch?v=h26U-DrQe4M&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,52713,1733,67,2024-12-12T15:09:00Z,https://www.youtube.com/watch?v=id42WD1YMbM&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,42797,1481,51,2024-12-17T12:00:45Z,https://www.youtube.com/watch?v=XmGoeTUJuy4&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,239646,1746,106,2024-12-24T14:00:46Z,https://www.youtube.com/watch?v=g_NuYcwGEwU&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,93044,3350,156,2024-12-31T15:00:15Z,https://www.youtube.com/watch?v=9ZI5mt-BL-w&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,76524,1093,69,2025-01-07T16:00:28Z,https://www.youtube.com/watch?v=IkRyGUnA_rY&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,22345,246,22,2025-01-12T16:00:36Z,https://www.youtube.com/watch?v=cwulf6ZxFRo&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,2921020,19961,947,2025-01-18T16:00:48Z,https://www.youtube.com/watch?v=l2-DCVBxgPI&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,175032,892,46,2025-01-26T16:00:14Z,https://www.youtube.com/watch?v=FcX5Zx11qlU&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,541954,3312,115,2025-02-01T17:00:25Z,https://www.youtube.com/watch?v=T7oExc711xE&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,146575,2395,139,2025-02-06T20:00:07Z,https://www.youtube.com/watch?v=E9RQnXpUzCM&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,246576,3861,237,2025-02-06T16:00:31Z,https://www.youtube.com/watch?v=QSBCOexk50I&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,492005,1946,104,2025-01-30T13:00:19Z,https://www.youtube.com/watch?v=HY1Wo0u3Cig&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,133858,1043,50,2025-01-23T17:00:57Z,https://www.youtube.com/watch?v=lyp6tM4ohEo&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,161867,1535,65,2025-01-16T17:00:14Z,https://www.youtube.com/watch?v=A_EpZX6v6fg&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,112647,1715,66,2025-01-11T16:00:50Z,https://www.youtube.com/watch?v=uQFAG5WHw0Q&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,67779,974,23,2025-01-06T17:33:25Z,https://www.youtube.com/watch?v=V-ImU_RZaqA&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,110363,990,28,2024-12-30T16:00:22Z,https://www.youtube.com/watch?v=JFxDIp-S1Kg&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,59354,1420,75,2024-12-23T16:00:25Z,https://www.youtube.com/watch?v=VEuqn9YDobU&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,167126,1916,84,2024-12-16T17:53:13Z,https://www.youtube.com/watch?v=meIi5DoYsIw&ab_channel=BBCEarth
BBC Earth,13300000,2947,5034991944,3541878,15418,467,2024-12-11T12:00:20Z,https://www.youtube.com/watch?v=GXnfBYPsAuE&ab_channel=BBCEarth
Practical Engineering,4200000,211,435069746,871333,38912,2242,2025-02-04T14:00:02Z,https://www.youtube.com/watch?v=1ztGpGjO60o&ab_channel=EngineeringExplained
Practical Engineering,4200000,211,435069746,1390361,39864,2146,2025-01-21T14:01:04Z,https://www.youtube.com/watch?v=qQCB3N8Vaxk&ab_channel=EngineeringExplained
Practical Engineering,4200000,211,435069746,1010771,45988,1619,2025-01-07T14:00:31Z,https://www.youtube.com/watch?v=MNexLKROHmY&ab_channel=EngineeringExplained
Practical Engineering,4200000,211,435069746,1184582,33451,1474,2024-12-17T14:00:05Z,https://www.youtube.com/watch?v=5mYpQWPtfpo&ab_channel=EngineeringExplained
Engineering Explained,3980000,999,864441308,472226,18732,1331,2024-12-27T15:01:11Z,https://www.youtube.com/watch?v=y2TuR4fR1W0&ab_channel=EngineeringExplained
Engineering Explained,3980000,999,864441308,268583,9070,1231,2024-12-13T15:00:10Z,https://www.youtube.com/watch?v=BPxDBwHM7qk&ab_channel=EngineeringExplained
Two Minute Papers,1610000,950,149386223,49798,2119,186,2025-02-06T14:39:17Z,https://www.youtube.com/watch?v=Mhk-otOlo1c&ab_channel=TwoMinutePapers
Two Minute Papers,1610000,950,149386223,61995,2856,266,2025-02-04T11:30:13Z,https://www.youtube.com/watch?v=oKx2xQQl--Q&ab_channel=TwoMinutePapers
